Accession,luminal protein estrus,luminal protein 0.5,luminal protein 1.5,luminal protein 2.5,luminal protein so estrus,luminal protein so 0.5,luminal protein so 1.5,luminal protein so 2.5
Q60823,4624682.227,1388871.344,4540314.859,4873096.547,4004282.875,2305463.152,3917600.57,3962926.313
A0A494BB18,183246.3281,70206.67188,84935.77344,205865.6719,446169.3281,154050.0781,708407.7813,NA
P98064,6233.130371,8337.568359,NA,NA,171273.4688,NA,340700.9063,NA
Q9ES52,79789.20313,124018.7754,191808.0625,337279.3828,224417.4336,212804.1875,324807.9531,206001.1055
A0A075B5Y1,NA,47131.97656,38844.13281,NA,21679.01367,NA,NA,NA
E9PX68,NA,NA,NA,NA,NA,NA,78718.76563,NA
Q8R1V4,255331.7813,NA,181497.8906,415007.4375,259370.8594,181095.1563,399629.7188,149748.2188
Q9QY93,256900.2031,NA,234564.5781,363139,306674.25,247551,532832.375,373810.4688
Q9CYU6,141855.0625,NA,NA,228635.1406,203082.1563,NA,320420.4063,198842.6406
O55142,888850.5,353219.6875,387476.5,463793,661367.5625,1322405.031,659488,327251.9063
Q8C5N3,682347.0625,548862.375,1041429.063,2013522.875,1015359.625,2080843,1895222.375,2132027.25
E9QND8,NA,NA,NA,NA,NA,NA,NA,NA
O88622,391796.6406,315351.1094,547776.4805,524071.3516,700258.7891,325143.2539,574134.6016,502516.9141
Q02789,248948.0469,93833.48438,354134,NA,267707.0313,175391.9063,284521.2188,299042.9375
A0A075B5R7,409026.1875,220203.1563,1029456.063,1461351.75,459915.25,740628.625,2340361,1995332.25
Q569Z5,3469620.094,1199849.578,3963150,8850521.469,8784093.109,7188112.688,7514849.156,7157549
Q8CFE8,145182.9063,NA,139803.6094,307706.4688,205329.8125,NA,371557.0938,214293.4844
H3BJM1,38952.90234,20159.64648,42636.36719,105257.7578,39130.64453,56587.44531,52939.10938,78831.07813
Q6P5B0,248956.2051,45378.02148,253633.1172,821111.375,266728.3555,151078.6328,487494.9648,728906.0625
Q91YT7,324190.9688,199045.1406,NA,454075.6875,408751.8438,NA,627767.9375,NA
Q9CU62,11745159.08,5268466.438,11578383.09,20879262.25,11891706.95,14128816.94,25077982.13,15928455.75
Q9JIW9,310861.3125,260546.3281,431680.5938,547179.125,526185.5625,NA,585559.25,594693
Q9Z0R4,460579.5664,147099.834,430971.4883,1189406.602,473343.293,434320.9492,1043207.531,781542.7539
B1AVD2,6244654.875,1768721.047,4664498.5,19724428.19,2095948.938,8370377.375,10371451.5,13066149.38
Q8BWR2,1133696.578,NA,624691.1641,157755.7813,194366.2188,NA,150194.1406,171056.9844
P61804,889893.2188,NA,552150.1875,1108143.781,529258.625,602239.875,NA,843861.5
G5E897,2040109.211,751742.5234,2468094.375,2401598.898,694609.1172,1719423.18,2021521.688,4018256.5
Q9CQS8,1049781.469,248788.8281,650556.75,1627002.938,1448343.063,538680.3125,1625824.938,654184.5
Q6NZF1,119280.5625,NA,311738.2188,326527.5,285228.8438,417979.7813,NA,675033.875
Q9D6Z1,424113.0313,85568.35938,NA,852474.5625,NA,301878.5313,403940.375,845298.125
Q62077,54829.84375,225317774.3,2955747.262,512398.5313,961682.2617,150848208,1090716.25,689762.3125
Q9R0Q6,513858.5625,247437.2734,456465.2344,149280.2813,589460.2344,172830.0938,262314.625,220598.8125
Q8VEH6,107851.7656,1300183.34,114557.0938,138101.6563,143738.9688,1643014.883,128894.3984,107259.8906
P61211,NA,NA,NA,NA,NA,NA,NA,NA
Q925B0,NA,NA,NA,NA,NA,NA,NA,NA
Q91VJ2,63632.79297,38571.39844,97275.73438,273371.375,106356.9297,NA,184646.4219,155426.6875
Q99LU0,1110541.969,4212312.094,602977.375,NA,2007867,961144.9531,261849.9844,568429.3125
Q810A7,484843.0313,127526.9922,503812.1875,798735.9219,602629.2891,308123.25,705111.1875,537116.0039
A0A0A6YWB0,NA,NA,NA,NA,NA,NA,383580.9688,NA
A0A075B5T2,590235.3438,522106.4531,958407,1052313.125,903843.1875,1382443.453,1501270.125,1276584.125
Q9CWS0,290408.1641,293975.4238,611285.3359,195570.875,116181.9531,95229.07813,121051.3047,122121.2734
Q8BRF7,280400.1094,NA,157822.0625,1117274.875,192678.7344,141930.7188,182937.5625,313263.6875
Q9JLI6,NA,NA,NA,NA,NA,NA,NA,NA
Q9ESX5,340936.6875,NA,NA,139467.5,NA,NA,219633.8125,147214.8125
Q8VD04,56422.5,27117.39648,48220.96094,99779.92969,56746.50781,61858.18359,86712.0625,75052.64063
P56387,2334370.875,449785.1875,1637557.906,2502607.75,2133398.031,1665965.375,2832091.25,1983259.688
Q920Q6,417305.4531,NA,161644.4063,385362.375,610724.5938,154171.25,328322,251589.0781
Q923L7,1287597.5,603839.25,2264608,1469356.625,2358990.25,1391993.875,3824368.75,2461945.75
Q61686,563709.0469,277360.6563,668429.6719,971921.8125,530756.4375,378589.9531,917445.5625,354311.4375
Q99PM9,NA,NA,NA,NA,NA,NA,NA,NA
A2AA85,NA,NA,NA,NA,NA,NA,NA,NA
A0A0G2JFE9,530604.9375,519164.3438,673936.0625,1716495.063,539769.0469,1531398.125,1585442.438,1559884.938
Q8BXG3,NA,NA,NA,165239,NA,NA,75200.69531,120317.5859
Q9QZB9,230349.2344,96672.13281,NA,NA,316625.625,NA,NA,NA
Q9JKY5,565218.5313,10801.98438,308718.7813,772271.4688,834718.7773,485369.7578,543910.0293,479933.6563
P97927,NA,100418.3516,205116.1719,436355.6719,337725.5,80047.58594,136561.6563,39287.28125
Q8K124,NA,NA,NA,136231.6563,NA,NA,208736.3125,263511.5625
P16294,984209.2344,780889.6875,1104672.734,703700.8125,976491.3594,1176627.453,1518781.469,1067560.188
Q4KML4,5939496.625,1987772.656,4577519.563,6702901.375,4089411.906,4378591.313,5683148.375,5115554.75
Q9CRB2,95417.28125,104784.7969,119026.7656,162373.0156,108383.8203,NA,NA,NA
Q8C460,412889.0078,389780.7305,1454295.75,1598332.906,1726732.141,1773511.469,2644572.938,1782289.086
Q9ERL7,375289.6641,215715.2344,438586.25,543643.875,111248.4375,113596.4219,544720.0625,280852
A0A075B5S6,NA,NA,260743.8125,687759.25,299027,472527.9063,1354603,812806.3125
A0A140T8P3,250867.6406,327898.875,582651.5625,795834.9375,463080.5625,754251.625,NA,871807.9375
Q91YJ3,454185.3125,1692407.453,285119.5,438451.8125,NA,2183136.75,200215.9531,NA
O09110,96313.07031,NA,157563.875,250915.2031,136812.875,136459.3594,238217.0938,213990.9844
Q9QYB5,NA,NA,NA,174563.3125,306876.2188,NA,NA,NA
F7C1U0,NA,NA,NA,NA,NA,NA,NA,NA
Q6PAR5,258985.7031,147631.9844,204215.4531,360446.9688,NA,NA,NA,251044.8438
P59242,204628.9063,62063.56641,122261.6875,296290.5313,110135.9844,146787.9531,179658.4844,161027.5
P52927,813389.0781,NA,NA,NA,43891.95703,244717.5156,NA,277167.9375
A0A338P6K2,2240314.5,418109.6875,1918222.5,3575276.75,2037932.375,2026399.5,2439866.5,1984126.625
Q8BFQ4,309337.4688,54585.14063,338251.0938,616365.375,432065.75,263839.7813,713398,572753.9375
Q9Z1B7,NA,NA,NA,NA,NA,NA,NA,NA
Q3U0K8,21914.89453,13034.23926,39871.50391,81436.4375,27644.23242,32799.26953,NA,48135.11328
P20108,251491.2969,61488.34766,NA,293410.0625,468079.4531,NA,474190.9844,329371.5078
Q91V36,772925.8125,593123.375,1957954.625,1719647,1421781,2391888.25,3747218,3847704
A0A0A6YWI9,503510.7188,281575.625,1559012.75,1014204.938,676135.25,1549121.063,1736134.938,1565710.781
Q8BI79,189389.7441,66432.42188,155633.1016,289030.0156,131135.9219,37473.26172,131606.6289,201230.1875
Q9D5V6,529107.5,129682.5313,464517.1875,NA,517350.9375,906844.5938,438746.9688,437261.1875
Q60715,580420.0625,579729.625,1411156.125,2750195.25,1435701.375,1670402.875,2871721.75,2445233.563
Q9CQX2,1406210.531,164165.3438,750222.0625,1057862.406,902599.4688,NA,1051106.719,NA
Q60772,1083460.063,270420.5156,1007875.344,1894559.344,931330.9688,666115.2344,673297.0938,1416151.313
P48962,355001.7188,NA,814323.9219,1783905.375,250445.3281,5409193.5,NA,NA
P12032,295273.5938,523065.2344,249483.4844,NA,455940.5938,730268.3438,NA,NA
Q8R460,NA,NA,NA,NA,NA,149622.1875,NA,NA
C0J8I2,NA,190656.5918,NA,NA,NA,NA,NA,NA
O55091,246621.1094,83278.22656,278354.1563,NA,328998.875,NA,NA,NA
Q9CWI3,1951386.844,776151.3438,2003156.836,2332005.641,1997613.25,1405492.328,1867429.172,2000593.938
A0A0R4J0S8,NA,NA,236652.4766,702589.4375,414693.5547,NA,215392.0938,284476.2188
Q78PG9,233698.7344,105357.8828,278561.6563,647943.4375,252674.0625,430903.625,738310.25,513648.7813
P61458,1600161.75,184743.9844,3434086.969,10570112.81,1000200.75,486389.9844,4031109.672,7015238.438
Q5DTM8,33420.48438,NA,NA,72128.73438,34981.47266,27955.35938,51329.85156,NA
Q3TWW8,1964891.906,1187860.344,2029270.219,1924924.625,2245143,1446583.219,932551.5,1027279.938
P26450,963849.0625,422968.1797,1049406.844,788919.8906,914400.9375,520407.1172,459802.5625,NA
Q99JF8,771076.6875,363017.6875,751014.125,2013996,964428.8125,807061.4375,2538067.344,1818726.75
Q62522,75660.83594,787601.5469,NA,NA,128204.7969,341207.0938,139819.0625,109275.25
P51863,48497.82813,NA,NA,46674.42969,46706.17578,NA,NA,NA
Q8BYN3,NA,NA,NA,NA,NA,NA,NA,NA
P35293,39263818.31,12539658.53,33696552.83,49363440.75,50105308.41,28202672.69,53644335.91,37005867.97
Q9Z1E4,NA,NA,NA,NA,NA,NA,NA,NA
Q8CDM3,1397705503,857115980.2,1911507813,1888520420,1160522479,1574853378,1728993303,1816652787
Q5SW46,NA,159560.2188,NA,117890.9141,NA,NA,889747.625,88817.32813
P97326,17202.85742,18038.12891,NA,56206.87109,42067.82813,20590.57617,22683.74414,14757.94238
Q62005,NA,NA,NA,NA,NA,NA,NA,NA
Q61658,1282496.625,448007.6563,1466773.656,4511419.219,426408.8125,1520570.5,822279.375,2381750
Q99JF5,132261.9688,140172.6563,133951.5,NA,100473.1563,NA,216878.5156,NA
A0A571BF69,1565412.125,2689569.156,4758467.563,1670795,4142201.813,5529999.563,4618097.313,4851588.281
P14094,295978.3125,NA,200749.6406,527271.8125,342940.4375,NA,369052.9688,321634.7813
P49615,NA,NA,NA,NA,NA,NA,NA,NA
Q9WTL2,438458.0156,NA,417025.6641,866191.4375,540349.2188,512894.3984,815394.4531,659124.0156
Q9QXK3,510221.4375,167650.25,NA,NA,NA,NA,673503.375,NA
Q8CHT1,50326.60156,165512.5625,940647,NA,507327.4414,412265.9063,825870.2383,703703.9082
P39749,326978.1875,156628.4063,409138.0625,3854465.813,418858.875,500995.0938,1672319.875,2467300.75
Q8CG47,NA,28545.45703,46277.83984,NA,65654.48438,NA,NA,NA
A0A0N4SUY3,NA,NA,NA,NA,NA,NA,NA,NA
P60764,179839.3594,NA,NA,349600.0938,NA,NA,180847.5156,299028.0313
Q61335,1132116.875,NA,NA,1665530.563,909118.9063,477127.1563,NA,NA
V9GWZ7,NA,NA,NA,NA,NA,391887.4063,NA,NA
Q8C8T8,852578.6875,311680.8438,677040.125,1187994.25,659719.0156,649827.8125,925559.2813,964577.3125
Q01147,231001.125,134025.9844,246948.0625,NA,NA,NA,338096.2188,235892.9531
Q8K212,263882.4063,704288.125,193465.2188,285614.8438,284148.4609,780221.5625,NA,179596.6172
P49290,161777.6719,NA,244482.2656,272089.375,NA,NA,NA,NA
O54950,617148.7188,257094.1875,517361.3281,1199010.688,934830.375,666281.6875,1480637.781,981294.4688
P97863,64157463.81,36872715.47,115876215.1,162417177.1,61664786.75,91542465.84,137472670.9,143562552.3
Q61754,8959.134766,NA,NA,23783.7793,24405.70508,21635.56055,123182.1484,21427.25
Q8BU04,87690.88281,NA,91813,173622.7969,83792.07031,117144.0313,155747.8281,89467.52344
P12804,NA,707423.1719,282678.125,NA,206257.5938,NA,NA,NA
Q61084,NA,137478.8906,NA,6079930.5,NA,5951771.125,3914773.5,6083165.75
O88738,80629.42969,35507.15625,67106.03906,422570.6563,364787.2344,NA,76687.79688,NA
Q8K019,35576.26563,22642.43164,36984.71094,90937.16406,NA,25340.11523,NA,42612.10547
Q8VCN5,NA,NA,NA,NA,NA,NA,NA,NA
Q6ZWY8,36462076,14465724,59751516,99800576,30310980,42844108,91181032,67464760
Q61400,375574.25,7070914.938,403362.0313,349605.6563,548797.9375,1840679.219,502987.2188,355790.7188
Q9JK53,362111.1875,104484.7891,504596.125,357359.9375,109642.1641,NA,637051.25,583322.6406
A0A075B5N6,NA,112814.9141,1080038.375,478208.4375,NA,176044.3594,579667.4375,455220.1563
Q7TT37,NA,NA,NA,NA,NA,NA,NA,NA
Q9WTU6,223041.9219,NA,621183.8281,819361.1563,695978.0938,193799.2656,746013.9219,731597.3438
D3YWJ4,829715.0625,515845.9219,1135373.469,952976.375,855644.5625,630093.9063,1766571.031,930501.9375
A0A0A6YXI2,NA,NA,NA,NA,NA,NA,NA,NA
O35664,338284.6094,538260.5781,559081.4375,555945.0313,3984976.406,474903.6406,868927.9688,451507
Q8R5C5,NA,NA,NA,NA,NA,NA,NA,NA
Q8K2Q0,NA,NA,NA,NA,NA,NA,NA,NA
A0A1B0GR18,434518.8125,NA,365073.6875,NA,263959.0938,NA,NA,435758.7188
O35490,NA,NA,NA,685414.625,NA,NA,728932.5,NA
Q4LDF6,315860.625,187249.1875,444996.3438,868399.25,412037.4375,511024.25,1294799.5,824682.1875
Q8BLF1,NA,NA,NA,NA,NA,NA,NA,NA
P15532,3538497,101996657.5,4388047.25,6017985.875,4833833.656,118169151.6,2117728.844,1835016.469
Q8BYN5,NA,NA,145780.7969,310727.4375,50577.05469,NA,125197.9141,255467.5781
P97368,355809.5313,47307.34766,93800.9375,NA,49053.29688,NA,NA,NA
Q8VHK9,59611.3125,NA,NA,NA,NA,NA,152508,NA
Q8BKE9,672675.3906,335602.3125,887195.5469,1822941.172,414462.2188,957900.2813,1343764.203,1716365.094
Q8R379,NA,NA,NA,NA,NA,NA,64337.94922,NA
Q9Z0H3,310497.5,NA,255728.7969,629604.8125,289810.0625,153204.4063,580905.8125,353352.8438
Q61789,NA,243739.1172,NA,NA,NA,NA,NA,NA
Q9WUB0,200142.4414,57010.81836,16901.75,376666.2246,176911.3242,NA,NA,NA
Q8CDJ8,NA,NA,NA,NA,NA,NA,NA,NA
Q9CRC8,227766.5625,406027.957,80659.40625,NA,160051.4688,2811156.609,496607.6875,224953.1719
Q9Z2R6,705768.7188,599743.5781,754235.625,328001.75,715494.9375,295862.9375,495786.9375,361932.8438
P62862,260271.4531,456593.5938,396154.375,1046366.563,NA,605833.8125,NA,424407.625
G3X8R0,628032.875,182641.7969,191928.1094,834495.0313,595530.4063,239397.6094,603016.375,NA
A2AKN8,NA,428648.8594,NA,NA,NA,NA,NA,NA
B2RXQ2,121178.4531,50228.94922,179756.4922,131256.6875,139486.2656,180971.6875,47134.60156,52827.26563
Q9DAD6,2144810.75,1306725.75,2569872.25,5011404,3824608.75,2931566.5,4410985.5,3761927.5
P11589,NA,NA,NA,NA,NA,NA,NA,NA
P21995,NA,NA,NA,NA,NA,NA,NA,NA
Q921C5,2336715.34,8067345.5,21686359.69,8813173.813,NA,59845780,26899204.25,4501316.5
Q8BJ71,NA,NA,NA,NA,NA,NA,NA,NA
O70138,301468.75,397054.625,668274.3125,559677.9688,442102.5,1545792.688,1220065.672,861298.2969
O70145,83113.22656,66145.03125,178157.3438,NA,82250.05469,185706.1094,145874.5625,93974.79688
B1AVZ0,226752.8125,NA,248769.375,292429.5,226956,NA,305850.2188,208951.8906
Q9CRT8,169920.6719,NA,237484.4844,692941.6563,223537.5313,882217.5938,269124.0625,206974.2031
Q8BMJ3,328079.0313,296491.25,NA,245279.8906,NA,199653.9688,294263.0938,NA
Q62448,193151.0625,95751.45313,168277.8125,170036.4844,189380.8906,145362.5781,173672.1719,NA
Q9CXG3,199495.5781,NA,NA,445718.4688,NA,183774.6875,352590.5625,177478.6719
P63002,75220.67969,NA,297935.3281,859668.4375,127138.4922,100707.6797,171122.8594,316279.8125
O88522,464937.0625,NA,NA,386334.7188,453290.1563,196785.6875,406696.125,392069.7813
Q8BW96,475681.5625,180123.7617,430901.1523,887846.2148,1155858.883,296784.9961,423060.3125,206975.875
P61027,296516.9766,NA,NA,275913.0938,262911.8711,34422.65625,196518.6563,59319.51953
Q80Y55,100879.7969,34139.18359,66471.46875,116196.7109,95783.23438,99025.75781,NA,NA
P46460,286892.0391,18704.51172,170465.8867,318226.7969,254292.9922,183703.6836,239217.1563,149671.875
Q91WG4,477102.3438,191727.125,NA,NA,NA,389934.125,339493.2188,NA
G5E884,121458.8203,65506.16406,141036.3281,168795.8438,162846.4375,145921.5156,171912.0938,136861.1563
Q8CAS9,339342.8984,246822.7773,253678.2813,140906.7344,407642.9922,86906.17969,NA,NA
Q9D8V0,NA,NA,NA,302625.7188,270023.4688,302596.5938,1521832.656,NA
Q8BP27,242726.9844,NA,261226.7656,414783.2188,316296.0313,245848.1094,400990.625,298307.6563
Q6PB66,653282.2813,202594.2969,692124.9688,1323515.25,763455.9688,684638,1348443.406,936023.8438
Q6PGH1,NA,NA,NA,238167.4375,NA,NA,338459.3125,194743.6719
Q8K1J5,34455.51563,NA,38193.35156,52077.55469,45126.04297,43015.53125,NA,NA
Q8BTI9,NA,NA,NA,NA,NA,NA,NA,NA
Q7TT45,614174.8438,218851.875,213303.8359,379150.8125,362073.5625,815341.7344,NA,102020.5547
Q91VX2,NA,NA,NA,NA,NA,NA,NA,NA
Q8CFV9,711196.8594,315600.4609,661044.5781,543425.25,900052.1563,345690.1875,731012.9063,415567.7188
P97496,265173.625,110196.3203,NA,NA,NA,NA,231130.6875,NA
E9Q5F4,2560757.75,588660.625,2340579.25,3556217.5,2080989.625,NA,2643754.25,2291923.25
Q61210,101168.0391,NA,168576.9219,NA,152777.6719,NA,160634.7969,NA
P30415,195303.125,NA,349031.0938,1993604.625,NA,398458.5938,842537.9375,1045528.563
Q9R0U0,188416.5,217876.2031,363809.2188,652139.625,312619.25,295217,831019.9375,587614.75
P98203,2426525.188,1048697.938,5478139.313,6174807.469,2123720.688,1190547.563,1599178.531,3271741
Q3TMH2,241130.5313,74119.54688,412547.3125,1161581.969,367964.2813,208319.6094,603513.375,993811.5
O35071,1853656.838,1313006.254,2838672.223,4952277.547,2512052.342,3968268.094,8088259.691,5473424.082
Q91YE3,NA,NA,NA,NA,NA,NA,NA,NA
Q04736,1400309.26,472683.7979,1155452.223,1247378.25,1230785.59,839595.3125,1952392.875,1101367.125
Q64261,NA,NA,NA,NA,NA,NA,NA,NA
Q6PDY2,1179776.938,490002.1797,1063880.063,1062484.594,1685671.266,616513.2969,1580417,1051112.188
Q8BHC0,198988.875,373642.4531,235025.875,358852.4375,411366.625,193048.8125,430386.875,447803.75
Q8R349,628425.25,NA,797778.3125,1351865.875,803737.25,NA,NA,NA
A0A494B9A6,NA,NA,313441.5313,547276.25,138453.7969,NA,759868.5625,769531
Q8VEK0,136872.7031,NA,NA,444606.25,171266.5938,NA,422170.8125,NA
Q8C5W3,596421.5625,NA,121935.1719,652779.3281,NA,NA,113684.5547,271620.875
Q8C636,3144165.625,1575303.188,3854821.438,5663683.406,3309064,2486302.188,6948731.063,4023253.125
E9QLL2,NA,NA,NA,NA,NA,NA,NA,NA
P51661,89988.25,58235.71484,83548.80469,174593.5469,231566.0195,169790.7656,218329.9922,149152.5078
Q8CIH5,129862.6289,36982.92969,161689.1758,187514.6719,71532.28906,175636.5625,263536.5938,195763.1406
P57776,20896078.75,10126145.75,19560293.27,17242368.25,18545966,11219587.39,19985248,17145648.53
Q9R053,7930228.688,2891625.5,8483354.469,12739284.63,7522617.078,5849838.906,11066404.44,8757192.5
Q04690,23554.75195,13037.51904,51371.09058,75709.83594,33531.90845,21679.69727,53875.14246,31243.34766
Q8BYM7,NA,NA,145455.9531,1397280.969,42620.75781,NA,410871.6875,1156542.422
P56371,NA,NA,NA,NA,NA,NA,NA,NA
Q99K30,127629.4922,NA,137961.3438,599789.4688,306355.2109,339400.2656,703295.5313,287500.4063
O35609,126016.1016,NA,NA,NA,141177.5313,NA,NA,NA
Q9DC11,521832.8516,176477.6563,419028.0313,2776581.094,312273.3594,703265.7422,1283763.719,1914466.594
Q8K057,10863401.98,6302580.039,11200699.15,9817273.391,10215556.66,8887158.449,9547357.039,18039549.96
Q80W37,1384337.738,985490.752,2165211.328,3767588.828,2071659.816,2457848.574,4852458.234,3280345.969
Q8BFZ3,2597126.742,655694.1172,2529122.766,5927078.656,1110422.184,631983.1875,1961492.625,4611011
Q9JI11,316479.9063,113485.4141,280319.4375,250415.625,374000.9063,196590.6875,220238.3125,144943.125
A0A087WNU5,5638618.461,2819311.344,4443713.195,16031463.48,4121575.977,8056452.094,10653820.69,15061728.5
Q3UYV9,NA,NA,168710.7344,342742.375,173517.4688,207793.3594,326656.2813,NA
Q91X97,3107044.844,229312.0625,592583.8125,1480887.813,2763068.094,1040690.125,1108663.125,599623.75
Q08024,1567936.25,1162350.531,2411305.641,3475226.781,2126143.781,2814221.297,3832596.531,3115966.938
Q8CCF0,NA,NA,NA,NA,NA,NA,NA,NA
D3YXP6,NA,NA,NA,NA,NA,NA,NA,NA
Q9CQ62,303817.4688,96021.11719,333637.4375,843668.0781,148106.2031,185560.8594,809488.5313,411957.3125
A2AGT5,51920.88281,61604.66016,79431.6875,151451.375,70137.03125,NA,242467.8281,140210.6094
P28650,59080.67969,NA,73990.5,139411.5313,48111.57813,95508.30469,NA,45682.07422
Q9EQ20,224829.7344,NA,NA,NA,224150.6563,NA,NA,365583.4063
Q9EST1,277888.3125,122095.2734,219341.5938,598723.25,109970.9219,192582.9688,164291.4063,320881.2813
P97370,217159.2031,138132.125,381614.0938,418436.0625,377385.7188,365369.375,255280.6719,246205.3438
Q8VCG4,1512755.563,250061.8906,1076016.563,2045489.594,2209752.281,1231605.531,2625607.25,1768233.25
Q5M8S1,NA,NA,NA,NA,NA,NA,NA,NA
Q7TSJ2,630645.4297,333448.5381,1660082.01,3965413.948,2203438.252,1371087.455,3083708.563,2478908.762
O54818,NA,NA,NA,NA,NA,NA,NA,NA
P56873,246627.625,139427.5781,706891.2813,1155210.313,531501.3594,748018.4688,1215680.281,1072987.109
A0A087WS96,211853.1094,NA,NA,NA,238496.8906,NA,NA,NA
Q6PHU5,147217.1641,77773.20313,245306.1406,261496.875,332718.6094,180743.1641,246049.9531,254316.0156
Q61576,11127394.65,5643529.188,18658088.38,40205972,10916518.5,12929148.63,30784397.44,38799832.5
Q5F2E8,51709.40234,38249.24219,42469.07422,114963.4844,83316.33594,NA,100029.7031,NA
A0A140T8Q4,NA,NA,NA,NA,NA,NA,NA,NA
P35385,NA,NA,NA,NA,NA,NA,NA,NA
Q6A068,NA,NA,NA,NA,NA,NA,NA,NA
P37913,16597.68555,124554.8838,342254.625,655552.2305,300361.002,366698.4844,810928.3711,407915.0059
P33587,NA,120001.4297,507052.4063,792091.25,201423.2813,402854.7188,338733,179778.8906
Q8BH40,NA,NA,280482.3438,NA,413621.125,133468.5781,NA,NA
Q64449,278677.0625,NA,NA,465244.5625,257324.0313,152559.6719,459071.9063,423038.0938
P46061,200513.8594,NA,254722.0156,NA,NA,237951.5781,NA,NA
Q8CG16,NA,NA,NA,NA,NA,NA,NA,NA
Q9DCR2,1107749.922,485976.5938,920760.0313,1052122.125,1328333.984,1063011.375,2005831.25,1123539.75
Q3UPR9,NA,NA,NA,NA,NA,NA,NA,NA
Q6PHQ8,NA,NA,NA,NA,NA,NA,NA,NA
Q6ZWQ0,3241432.031,1234041.375,5770983.156,11562609.63,2679403.438,3460226.484,6611627,10305074.88
A0A1B0GSI7,1756534.547,2292790.25,1058101.273,289070.875,2753416.961,337497.4141,620416.9219,248468.7109
A0A0A0MQN4,241808.4375,72700.27344,256217.1563,NA,160606.6719,NA,NA,NA
A0A0D2X7Z2,3481432.75,2034623.5,3761172.5,24121594,1924556.25,4354899.5,7526099.5,24286240
Q7SIG6,263983892.7,107736409.1,178738829.4,694746854.2,102767162.5,307870349.1,425980051.9,666038108.2
Q3UKV0,436067.7813,161674.2344,502417.9688,303985.5313,345294.2188,578764.8906,293011.1563,744810.3438
Q8R4X3,1132023.141,350516.5625,899931.375,2411223.938,1451828.563,1131500.594,2307602,1739058.953
B2RRI5,7955623.563,4294501.852,9790819.516,13931382.44,6468961.594,7811223.984,14566345.31,15012263.06
Q3UVL4,1676253.625,1314394.5,3275589.5,6579243.5,2760969.75,2521117.5,143490.4219,2078760.125
Q9QZU9,180877.6094,143094.5625,444249.0625,NA,190339.875,338974.25,797432.875,129682.7734
Q9R1T4,155038.9531,NA,NA,271810.875,226333.3125,248279.625,291697.375,220160.9063
O70200,337932.4375,1616039.875,829301.875,953811.125,678841.375,806732.125,244091.9844,291750.9375
Q9CQ89,130959.3594,NA,NA,347960.5313,156904.6094,129801.7734,257762.1406,NA
Q8R242,64213.34375,569404.9375,152231.4063,227899.125,137686.8125,433081.0156,533216.7188,218639.7344
O55183,49114.86328,65448.05469,208499.125,NA,NA,87467.69531,107044.6563,NA
Q8C1M2,NA,NA,140802.8438,351875.25,NA,NA,NA,131378.4688
Q8K1T5,290845.9375,289879.5781,134134.5625,NA,374629.125,104112.0625,NA,NA
O55060,439367.5625,181932.0938,279134.3594,556364.7188,534228.7969,168244.5156,307863.5625,186602.625
Q9D1M7,180095.8906,NA,NA,NA,285417.375,133342.0313,NA,NA
Q61425,NA,NA,NA,NA,NA,NA,NA,NA
Q80U78,NA,NA,NA,NA,NA,NA,NA,NA
Q80YA7,307341.5313,58049.0625,172350.5781,207566.1875,202912.5938,194583.4375,175276.1406,155428.7656
A6PWS5,1344137,501875.1875,1324946.875,5736535,1783619.375,1429654.625,4608469.5,4184148.25
Q69ZR2,143491.793,NA,122258.3594,284127.6719,187091.543,154437.8438,191510.5313,220026.7109
Q6PB44,84818.14063,45992.80078,147366.3281,286333.75,134856.5781,NA,NA,150340.3594
Q8BFU3,674164.832,205844.3359,519005.7715,2661322.941,309572.1406,452237.0703,884682.1875,2475599.264
Q8BTU1,NA,NA,NA,NA,NA,NA,NA,NA
Q3UIR3,157399.6094,NA,NA,272344.1563,241574.0938,353369.9375,404049.4375,373668.6875
Q922V4,51145.15625,10164.95117,85751.30078,160288.2109,129356.1523,135475.4688,84156.28906,107538.5117
Q8BG94,NA,NA,NA,NA,112371.4453,NA,NA,NA
Q923D4,175417.4531,90363.32031,221216.0156,355150.5313,214176.4844,312418.5313,514769.9688,303363.9688
Q9D902,460218.8125,NA,458404.0625,NA,588434.5,221286.0625,NA,NA
Q00175,211321.5781,NA,91058.16406,303924.5625,NA,NA,NA,NA
Q9ESP1,699554.5742,266536.8438,984170.623,2262797.016,640624.75,1006067,1330833.375,1553476.125
Q6TU36,NA,1049852.875,340851.7813,NA,NA,NA,NA,NA
Q3TYQ9,NA,NA,1112586,3041221,1723395.875,1091386.75,3679779.25,2370024.25
Q6XLQ8,6399566.789,2466233.422,6132842.789,7100394.32,7734354.25,5017610.68,8589268.844,6632274.895
Q91V09,NA,NA,NA,NA,NA,NA,NA,NA
P39655,4026199.453,2358540.836,3836838.523,3892221.492,9733516.18,4465215.344,6083154.461,3546433.98
Q3TPE9,309214.1563,173495.1094,231916.0156,361503.3438,368279.4063,249413.1406,395687.6563,339981.7813
Q8BUY9,NA,67443.49219,210374.25,NA,294091.9688,200266.5625,NA,NA
Q9CY97,268105.8125,469120.2656,891217.7031,2123294.5,585551.1875,1074590.688,2535667.375,1770566.188
